,LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents
0,E01000002,,,,,,2.0,,2.0
1,E01000005,,,,,,40.0,,40.0
2,E01000006,146.0,,1.0,39.0,,67.0,,253.0
3,E01000007,,0.0,11.0,46.0,90.0,187.0,,334.0
4,E01000008,154.0,0.0,2.0,37.0,,114.0,,307.0
5,E01000009,,,126.0,46.0,112.0,161.0,,445.0
6,E01000010,162.0,1.0,239.0,76.0,163.0,201.0,,842.0
7,E01000011,,,67.0,46.0,40.0,75.0,,228.0
8,E01000012,,,258.0,42.0,121.0,112.0,,533.0
9,E01000013,,,68.0,43.0,34.0,198.0,,343.0
10,E01000014,,,,76.0,,32.0,,108.0
11,E01000015,,,,74.0,,90.0,,164.0
12,E01000016,,,63.0,,31.0,110.0,,204.0
13,E01000017,,,51.0,39.0,42.0,73.0,,205.0
14,E01000018,,,,35.0,,82.0,,117.0
15,E01000019,,,,,,87.0,,87.0
16,E01000020,,,,39.0,,73.0,,112.0
17,E01000021,,,,,,147.0,,147.0
18,E01000022,,,,,,45.0,,45.0
19,E01000023,,0.0,128.0,39.0,35.0,205.0,37.0,444.0
20,E01000024,,,,43.0,,118.0,,161.0
21,E01000025,,,,,,115.0,38.0,153.0
22,E01000027,,,60.0,,39.0,175.0,,274.0
23,E01000028,,0.0,55.0,89.0,42.0,124.0,,310.0
24,E01000029,,0.0,65.0,,32.0,114.0,,211.0
25,E01000030,,0.0,67.0,43.0,42.0,157.0,,309.0
26,E01000031,,0.0,,35.0,,88.0,,123.0
27,E01000032,,,57.0,41.0,45.0,159.0,,302.0
28,E01000033,136.0,,106.0,48.0,35.0,165.0,,490.0
29,E01000034,,,,,,171.0,,171.0
30,E01000035,178.0,0.0,130.0,42.0,39.0,109.0,,498.0
31,E01000036,,,115.0,77.0,96.0,141.0,47.0,476.0
32,E01000037,,,62.0,40.0,33.0,85.0,,220.0
33,E01000038,,,,,,89.0,,89.0
34,E01000039,,0.0,,38.0,,38.0,,76.0
35,E01000040,,,121.0,33.0,88.0,79.0,,321.0
36,E01000041,,,,,,163.0,,163.0
37,E01000042,,0.0,,82.0,,128.0,,210.0
38,E01000043,,,,,,125.0,,125.0
39,E01000044,,,,,,121.0,,121.0
40,E01000045,,,58.0,127.0,44.0,153.0,,382.0
41,E01000046,,,,49.0,,167.0,,216.0
42,E01000048,,,60.0,,39.0,70.0,,169.0
43,E01000049,,,,34.0,,217.0,,251.0
44,E01000050,,,,,,81.0,,81.0
45,E01000051,,0.0,61.0,,43.0,81.0,,185.0
46,E01000052,,,59.0,,37.0,120.0,,216.0
47,E01000053,,,,87.0,,169.0,,256.0
48,E01000054,,0.0,52.0,,43.0,84.0,,179.0
49,E01000055,,,69.0,31.0,40.0,87.0,,227.0
50,E01000056,,,,41.0,,163.0,,204.0
51,E01000057,,0.0,66.0,34.0,41.0,167.0,,308.0
52,E01000058,,,68.0,39.0,38.0,124.0,,269.0
53,E01000059,,,125.0,35.0,79.0,75.0,,314.0
54,E01000060,,0.0,124.0,76.0,95.0,184.0,,479.0
55,E01000061,,109.0,138.0,81.0,70.0,196.0,,594.0
56,E01000062,,,62.0,,41.0,64.0,,167.0
57,E01000063,,34.0,,40.0,,84.0,,158.0
58,E01000064,,,63.0,80.0,,227.0,,370.0
59,E01000065,,,,,,155.0,,155.0
60,E01000066,,49.0,68.0,160.0,33.0,81.0,,391.0
61,E01000067,,,57.0,,,113.0,,170.0
62,E01000068,,,63.0,,41.0,173.0,,277.0
63,E01000069,,,,,,157.0,,157.0
64,E01000070,,32.0,115.0,,79.0,148.0,,374.0
65,E01000071,,,71.0,,38.0,72.0,,181.0
66,E01000072,,,,,,153.0,,153.0
67,E01000073,,,65.0,,,173.0,,238.0
68,E01000074,,38.0,,36.0,,74.0,,148.0
69,E01000075,,36.0,,35.0,,170.0,,241.0
70,E01000076,,,,,,148.0,,148.0
71,E01000077,,31.0,64.0,68.0,32.0,125.0,,320.0
72,E01000078,,,61.0,43.0,35.0,165.0,,304.0
73,E01000079,,,61.0,48.0,31.0,26.0,,166.0
74,E01000080,,29.0,,,,81.0,,110.0
75,E01000081,,38.0,,41.0,,78.0,,157.0
76,E01000082,,31.0,53.0,,39.0,79.0,,202.0
77,E01000083,,,,42.0,,82.0,,124.0
78,E01000084,,,65.0,47.0,33.0,161.0,,306.0
79,E01000085,,,,43.0,,148.0,,191.0
80,E01000086,,,62.0,75.0,41.0,42.0,,220.0
81,E01000087,,,,80.0,,196.0,,276.0
82,E01000088,,38.0,115.0,43.0,,159.0,,355.0
83,E01000089,,,,44.0,,116.0,,160.0
84,E01000090,,,64.0,,42.0,110.0,,216.0
85,E01000091,,,,34.0,,124.0,,158.0
86,E01000092,,,104.0,71.0,82.0,168.0,39.0,464.0
87,E01000093,,36.0,136.0,,75.0,159.0,,406.0
88,E01000094,,,,,,170.0,,170.0
89,E01000095,,,121.0,36.0,36.0,190.0,,383.0
90,E01000096,,,69.0,39.0,38.0,111.0,,257.0
91,E01000097,,,117.0,,72.0,32.0,,221.0
92,E01000098,,41.0,62.0,37.0,41.0,123.0,,304.0
93,E01000099,,,,51.0,,117.0,,168.0
94,E01000100,,36.0,,79.0,,156.0,73.0,344.0
95,E01000101,,,,,,156.0,,156.0
96,E01000102,,,65.0,34.0,40.0,40.0,,179.0
97,E01000103,,89.0,61.0,,36.0,85.0,,271.0
98,E01000104,,,,40.0,,126.0,,166.0
99,E01000105,,79.0,189.0,78.0,111.0,195.0,74.0,726.0
100,E01000106,,38.0,69.0,,38.0,168.0,,313.0
101,E01000107,,,61.0,,34.0,84.0,,179.0
102,E01000108,,,,26.0,,165.0,,191.0
103,E01000109,,38.0,,37.0,,117.0,,192.0
104,E01000110,,,,,,120.0,,120.0
105,E01000111,171.0,,59.0,,,160.0,,390.0
106,E01000112,,,124.0,,41.0,202.0,,367.0
107,E01000113,,,128.0,85.0,71.0,118.0,,402.0
108,E01000114,,,,39.0,,112.0,39.0,190.0
109,E01000115,,,,38.0,,94.0,,132.0
110,E01000116,,,145.0,35.0,80.0,110.0,,370.0
111,E01000117,167.0,37.0,65.0,,39.0,127.0,,435.0
112,E01000118,301.0,42.0,120.0,79.0,36.0,149.0,,727.0
113,E01000119,,,70.0,,43.0,82.0,,195.0
114,E01000120,,,58.0,,,70.0,,128.0
115,E01000121,123.0,41.0,112.0,78.0,46.0,127.0,,527.0
116,E01000122,,,53.0,41.0,44.0,36.0,,174.0
117,E01000123,162.0,,61.0,,42.0,122.0,,387.0
118,E01000124,139.0,70.0,126.0,110.0,80.0,211.0,38.0,774.0
119,E01000125,294.0,69.0,136.0,78.0,38.0,165.0,,780.0
120,E01000126,,,71.0,,29.0,81.0,,181.0
121,E01000127,,,67.0,35.0,40.0,47.0,,189.0
122,E01000128,,,,,,68.0,,68.0
123,E01000129,336.0,40.0,254.0,71.0,40.0,192.0,30.0,963.0
124,E01000130,,,65.0,41.0,,177.0,,283.0
125,E01000131,,,,,,163.0,,163.0
126,E01000132,,,,,,161.0,,161.0
127,E01000133,152.0,,115.0,,73.0,77.0,,417.0
128,E01000134,504.0,,263.0,43.0,73.0,99.0,,982.0
129,E01000135,328.0,,101.0,,42.0,118.0,,589.0
130,E01000136,,,,37.0,,78.0,,115.0
131,E01000137,165.0,,60.0,,,79.0,,304.0
132,E01000138,,74.0,,34.0,,71.0,,179.0
133,E01000139,291.0,,178.0,,44.0,79.0,,592.0
134,E01000140,319.0,,144.0,73.0,28.0,72.0,,636.0
135,E01000141,180.0,,52.0,120.0,39.0,194.0,,585.0
136,E01000142,155.0,,125.0,,43.0,71.0,,394.0
137,E01000143,,,130.0,39.0,76.0,158.0,,403.0
138,E01000144,507.0,41.0,194.0,79.0,,197.0,,1018.0
139,E01000145,302.0,,202.0,,45.0,128.0,,677.0
140,E01000146,675.0,70.0,263.0,86.0,112.0,161.0,75.0,1442.0
141,E01000147,,,,,,118.0,,118.0
142,E01000148,149.0,74.0,128.0,45.0,40.0,117.0,,553.0
143,E01000150,158.0,33.0,112.0,,43.0,114.0,,460.0
144,E01000151,151.0,110.0,195.0,36.0,75.0,113.0,,680.0
145,E01000152,,,48.0,,36.0,29.0,,113.0
146,E01000153,,31.0,,,,125.0,,156.0
147,E01000154,,,131.0,,40.0,120.0,,291.0
148,E01000155,158.0,36.0,125.0,34.0,41.0,156.0,,550.0
149,E01000156,178.0,,66.0,30.0,,77.0,,351.0
150,E01000157,,,59.0,103.0,47.0,85.0,,294.0
151,E01000158,150.0,,61.0,91.0,,131.0,45.0,478.0
152,E01000159,,38.0,,34.0,,118.0,30.0,220.0
153,E01000160,,,63.0,84.0,34.0,100.0,39.0,320.0
154,E01000161,,83.0,54.0,44.0,,166.0,,347.0
155,E01000162,480.0,34.0,203.0,,42.0,198.0,,957.0
156,E01000163,,,126.0,41.0,38.0,130.0,,335.0
157,E01000164,145.0,41.0,119.0,48.0,38.0,145.0,,536.0
158,E01000165,166.0,,133.0,,39.0,117.0,,455.0
159,E01000166,168.0,,59.0,,,113.0,,340.0
160,E01000167,335.0,73.0,126.0,37.0,45.0,117.0,,733.0
161,E01000168,139.0,,60.0,44.0,,37.0,,280.0
162,E01000169,,,,,,83.0,,83.0
163,E01000170,324.0,,187.0,76.0,31.0,145.0,,763.0
164,E01000171,162.0,27.0,125.0,39.0,84.0,129.0,43.0,609.0
165,E01000172,,,,,,88.0,,88.0
166,E01000173,,,63.0,,31.0,118.0,,212.0
167,E01000174,322.0,33.0,134.0,,40.0,159.0,,688.0
168,E01000175,,27.0,,37.0,,79.0,,143.0
169,E01000176,338.0,37.0,118.0,,,65.0,,558.0
170,E01000177,478.0,,197.0,37.0,,126.0,,838.0
171,E01000178,302.0,,95.0,35.0,,151.0,,583.0
172,E01000179,,43.0,,115.0,,79.0,,237.0
173,E01000180,,,,37.0,,111.0,43.0,191.0
174,E01000181,158.0,,178.0,89.0,,168.0,78.0,671.0
175,E01000182,,,,74.0,,73.0,,147.0
176,E01000183,152.0,,63.0,34.0,,79.0,,328.0
177,E01000184,,,67.0,,34.0,147.0,,248.0
178,E01000185,149.0,,66.0,,,148.0,,363.0
179,E01000186,314.0,,128.0,,35.0,128.0,,605.0
180,E01000187,314.0,,110.0,,,123.0,39.0,586.0
181,E01000188,500.0,47.0,183.0,,36.0,113.0,,879.0
182,E01000189,,,66.0,77.0,45.0,83.0,,271.0
183,E01000190,279.0,,122.0,,,125.0,,526.0
184,E01000191,305.0,,122.0,,,71.0,,498.0
185,E01000192,821.0,,304.0,81.0,33.0,225.0,,1464.0
186,E01000193,681.0,41.0,242.0,75.0,80.0,183.0,30.0,1332.0
187,E01000194,443.0,,192.0,85.0,83.0,147.0,,950.0
188,E01000195,352.0,65.0,120.0,,40.0,198.0,,775.0
189,E01000196,480.0,44.0,255.0,,39.0,115.0,,933.0
190,E01000197,289.0,,117.0,37.0,,162.0,,605.0
191,E01000198,323.0,,127.0,,,136.0,,586.0
192,E01000199,168.0,,135.0,,40.0,76.0,,419.0
193,E01000200,155.0,46.0,60.0,73.0,,117.0,,451.0
194,E01000201,612.0,,221.0,,,158.0,,991.0
195,E01000202,306.0,,129.0,,42.0,69.0,,546.0
196,E01000203,313.0,,122.0,38.0,84.0,146.0,,703.0
197,E01000204,166.0,,189.0,72.0,106.0,118.0,,651.0
198,E01000205,312.0,,118.0,39.0,,106.0,,575.0
199,E01000206,442.0,,169.0,,87.0,164.0,,862.0
200,E01000207,333.0,,113.0,,39.0,79.0,,564.0
201,E01000208,324.0,,117.0,,46.0,107.0,,594.0
202,E01000209,162.0,,178.0,77.0,83.0,116.0,,616.0
203,E01000210,302.0,71.0,111.0,,,109.0,,593.0
204,E01000211,446.0,,191.0,127.0,,194.0,,958.0
205,E01000212,475.0,,181.0,,,121.0,40.0,817.0
206,E01000213,155.0,,59.0,34.0,,35.0,,283.0
207,E01000214,311.0,,250.0,43.0,125.0,78.0,,807.0
208,E01000215,318.0,,115.0,79.0,,78.0,,590.0
209,E01000216,346.0,,116.0,,,79.0,,541.0
210,E01000217,305.0,,129.0,,44.0,116.0,,594.0
211,E01000218,315.0,,231.0,,,125.0,,671.0
212,E01000219,488.0,,257.0,,35.0,168.0,,948.0
213,E01000220,292.0,34.0,114.0,,41.0,71.0,,552.0
214,E01000221,312.0,38.0,126.0,40.0,71.0,115.0,,702.0
215,E01000222,,,,35.0,,80.0,,115.0
216,E01000223,164.0,,183.0,40.0,82.0,143.0,,612.0
217,E01000224,,,,,,109.0,47.0,156.0
218,E01000225,315.0,,115.0,,36.0,98.0,,564.0
219,E01000226,173.0,,55.0,,,73.0,,301.0
220,E01000227,457.0,,252.0,,44.0,165.0,,918.0
221,E01000228,175.0,,63.0,39.0,46.0,81.0,,404.0
222,E01000229,311.0,39.0,120.0,41.0,,154.0,39.0,704.0
223,E01000230,300.0,,123.0,40.0,39.0,82.0,,584.0
224,E01000231,148.0,35.0,72.0,,,146.0,,401.0
225,E01000232,358.0,,128.0,,,131.0,,617.0
226,E01000233,658.0,,238.0,,40.0,198.0,,1134.0
227,E01000234,483.0,33.0,179.0,39.0,,127.0,,861.0
228,E01000235,171.0,36.0,45.0,,,122.0,,374.0
229,E01000236,494.0,,173.0,,,121.0,,788.0
230,E01000237,647.0,,240.0,38.0,70.0,144.0,,1139.0
231,E01000238,456.0,,186.0,,38.0,110.0,,790.0
232,E01000239,297.0,,128.0,35.0,41.0,112.0,,613.0
233,E01000240,332.0,,179.0,,77.0,149.0,,737.0
234,E01000241,322.0,,140.0,,,80.0,,542.0
235,E01000242,469.0,34.0,187.0,,42.0,146.0,,878.0
236,E01000243,598.0,36.0,260.0,,43.0,214.0,,1151.0
237,E01000244,487.0,,181.0,,,163.0,,831.0
238,E01000245,645.0,,252.0,120.0,,196.0,30.0,1243.0
239,E01000246,,,71.0,,48.0,42.0,,161.0
240,E01000247,,76.0,,39.0,,123.0,,238.0
241,E01000248,166.0,31.0,195.0,41.0,79.0,118.0,39.0,669.0
242,E01000249,,,,,,42.0,,42.0
243,E01000250,151.0,37.0,59.0,39.0,45.0,192.0,,523.0
244,E01000251,160.0,40.0,183.0,32.0,35.0,87.0,,537.0
245,E01000252,158.0,,63.0,,,79.0,,300.0
246,E01000253,433.0,,191.0,123.0,,113.0,,860.0
247,E01000254,,,60.0,,37.0,69.0,,166.0
248,E01000255,,33.0,,40.0,,79.0,,152.0
249,E01000256,483.0,84.0,186.0,,40.0,125.0,,918.0
250,E01000257,353.0,37.0,115.0,68.0,,128.0,,701.0
251,E01000258,331.0,35.0,121.0,,,129.0,,616.0
252,E01000259,179.0,,117.0,,77.0,114.0,,487.0
253,E01000260,161.0,,115.0,,42.0,124.0,,442.0
254,E01000261,487.0,,199.0,,36.0,114.0,,836.0
255,E01000262,155.0,,115.0,,,83.0,,353.0
256,E01000263,142.0,,61.0,,,41.0,,244.0
257,E01000264,501.0,71.0,174.0,43.0,48.0,150.0,,987.0
258,E01000265,157.0,32.0,184.0,41.0,73.0,76.0,,563.0
259,E01000266,,33.0,,,,123.0,,156.0
260,E01000267,,,,,,66.0,,66.0
261,E01000268,322.0,,185.0,,41.0,196.0,43.0,787.0
262,E01000269,146.0,,61.0,,,163.0,,370.0
263,E01000270,153.0,,68.0,,,32.0,,253.0
264,E01000271,142.0,,63.0,44.0,,116.0,,365.0
265,E01000272,317.0,,130.0,,,131.0,,578.0
266,E01000273,337.0,81.0,133.0,48.0,23.0,121.0,,743.0
267,E01000274,311.0,41.0,179.0,,34.0,152.0,,717.0
268,E01000275,,,67.0,,44.0,38.0,,149.0
269,E01000276,167.0,,60.0,,,79.0,,306.0
270,E01000277,140.0,,68.0,40.0,,82.0,,330.0
271,E01000278,151.0,,56.0,,,80.0,,287.0
272,E01000279,328.0,,127.0,39.0,,118.0,,612.0
273,E01000280,304.0,,121.0,37.0,,123.0,,585.0
274,E01000281,457.0,,195.0,104.0,38.0,107.0,,901.0
275,E01000282,320.0,,117.0,38.0,,132.0,,607.0
276,E01000283,,,,36.0,,82.0,,118.0
277,E01000284,314.0,,119.0,33.0,,155.0,,621.0
278,E01000285,,29.0,,,,76.0,,105.0
279,E01000286,301.0,,169.0,35.0,81.0,162.0,,748.0
280,E01000287,,77.0,142.0,38.0,51.0,158.0,,466.0
281,E01000288,,38.0,,,,69.0,,107.0
282,E01000289,172.0,44.0,59.0,42.0,,74.0,,391.0
283,E01000290,306.0,,134.0,,43.0,117.0,,600.0
284,E01000291,,,68.0,,37.0,160.0,,265.0
285,E01000292,302.0,,249.0,,68.0,161.0,,780.0
286,E01000293,153.0,,57.0,,,76.0,,286.0
287,E01000294,,34.0,,42.0,,40.0,,116.0
288,E01000295,148.0,,57.0,46.0,,123.0,,374.0
289,E01000296,504.0,124.0,256.0,82.0,113.0,204.0,,1283.0
290,E01000297,,28.0,,,,36.0,,64.0
291,E01000298,169.0,34.0,64.0,31.0,38.0,108.0,41.0,485.0
292,E01000299,156.0,77.0,170.0,39.0,116.0,208.0,,766.0
293,E01000300,,,,,,35.0,,35.0
294,E01000301,168.0,,64.0,,,35.0,,267.0
295,E01000302,484.0,,192.0,,37.0,159.0,,872.0
296,E01000303,151.0,33.0,57.0,,,41.0,,282.0
297,E01000304,161.0,,61.0,,,83.0,,305.0
298,E01000305,149.0,,125.0,,37.0,162.0,,473.0
299,E01000306,,39.0,122.0,,74.0,83.0,,318.0
300,E01000307,305.0,30.0,190.0,76.0,124.0,156.0,31.0,912.0
301,E01000308,151.0,,126.0,35.0,83.0,116.0,,511.0
302,E01000309,310.0,,139.0,33.0,,89.0,,571.0
303,E01000310,781.0,,292.0,40.0,37.0,189.0,,1339.0
304,E01000311,429.0,,175.0,,,161.0,,765.0
305,E01000312,,,,,,83.0,,83.0
306,E01000313,165.0,41.0,130.0,77.0,92.0,125.0,,630.0
307,E01000314,314.0,,125.0,,,109.0,,548.0
308,E01000315,,,123.0,40.0,79.0,122.0,43.0,407.0
309,E01000316,303.0,86.0,295.0,,105.0,114.0,,903.0
310,E01000317,285.0,,135.0,,40.0,129.0,,589.0
311,E01000318,161.0,,113.0,,44.0,202.0,,520.0
312,E01000319,491.0,,180.0,,47.0,122.0,,840.0
313,E01000320,175.0,,47.0,42.0,,118.0,,382.0
314,E01000321,306.0,32.0,177.0,,47.0,114.0,,676.0
315,E01000322,148.0,73.0,66.0,83.0,,73.0,,443.0
316,E01000323,483.0,82.0,243.0,134.0,41.0,150.0,,1133.0
317,E01000324,,,53.0,33.0,50.0,38.0,,174.0
318,E01000325,,,,,,42.0,,42.0
319,E01000326,,,,38.0,,110.0,,148.0
320,E01000327,,,54.0,,39.0,112.0,,205.0
321,E01000328,,39.0,,43.0,,81.0,,163.0
322,E01000329,163.0,,55.0,40.0,40.0,120.0,,418.0
323,E01000330,,,,127.0,,127.0,,254.0
324,E01000331,,,,42.0,,121.0,,163.0
325,E01000332,,,,,,39.0,30.0,69.0
326,E01000333,,,,38.0,,126.0,,164.0
327,E01000334,,,53.0,,,84.0,,137.0
328,E01000335,146.0,,63.0,45.0,,165.0,,419.0
329,E01000336,,,59.0,46.0,40.0,107.0,,252.0
330,E01000337,,,,76.0,,44.0,,120.0
331,E01000338,,,,82.0,,118.0,,200.0
332,E01000339,,,,,,45.0,,45.0
333,E01000340,,,,,,28.0,,28.0
334,E01000341,,,,33.0,,37.0,,70.0
335,E01000342,,,,39.0,,81.0,,120.0
336,E01000343,,,,37.0,,71.0,,108.0
337,E01000344,,,,,,107.0,,107.0
338,E01000346,,,,30.0,,,,30.0
339,E01000347,,,53.0,46.0,44.0,68.0,,211.0
340,E01000348,,,,,,78.0,,78.0
341,E01000349,,,,,,40.0,,40.0
342,E01000350,,,,34.0,,47.0,,81.0
343,E01000351,,,,,,76.0,,76.0
344,E01000352,,,,33.0,,87.0,,120.0
345,E01000353,,,,,,118.0,,118.0
346,E01000354,,31.0,71.0,,,68.0,,170.0
347,E01000355,,,,,,85.0,,85.0
348,E01000356,,38.0,66.0,,,79.0,,183.0
349,E01000357,,,,,,76.0,,76.0
350,E01000358,,,,31.0,,133.0,,164.0
351,E01000359,,,,,,159.0,,159.0
352,E01000360,,69.0,60.0,163.0,43.0,195.0,39.0,569.0
353,E01000361,,,,72.0,,72.0,,144.0
354,E01000362,,,105.0,150.0,70.0,198.0,46.0,569.0
355,E01000363,,,,,,39.0,,39.0
356,E01000364,,,63.0,36.0,46.0,44.0,,189.0
357,E01000365,,42.0,,72.0,,155.0,,269.0
358,E01000366,,,,,,66.0,,66.0
359,E01000367,,,,79.0,,152.0,,231.0
360,E01000368,,,,42.0,,179.0,,221.0
361,E01000369,,,,28.0,,119.0,,147.0
362,E01000370,,,,42.0,,112.0,,154.0
363,E01000372,,,,85.0,,146.0,,231.0
364,E01000373,,,,71.0,,110.0,,181.0
365,E01000374,,,,44.0,,80.0,,124.0
366,E01000375,,,,42.0,,127.0,,169.0
367,E01000376,,,,,,77.0,,77.0
368,E01000377,,,125.0,39.0,70.0,114.0,,348.0
369,E01000378,,42.0,118.0,40.0,68.0,195.0,,463.0
370,E01000379,,37.0,,36.0,,38.0,,111.0
371,E01000380,,,,43.0,,40.0,,83.0
372,E01000381,,77.0,,44.0,,67.0,43.0,231.0
373,E01000382,,,,,,71.0,,71.0
374,E01000383,,,,43.0,,146.0,,189.0
375,E01000384,,,,,,35.0,,35.0
376,E01000385,,34.0,62.0,36.0,44.0,161.0,,337.0
377,E01000386,,39.0,60.0,,,128.0,,227.0
378,E01000387,,,,,,58.0,,58.0
379,E01000388,,36.0,,46.0,,40.0,,122.0
380,E01000389,,41.0,52.0,,47.0,107.0,,247.0
381,E01000390,,,52.0,,44.0,159.0,,255.0
382,E01000391,,,,36.0,,118.0,,154.0
383,E01000392,,78.0,118.0,74.0,40.0,198.0,,508.0
384,E01000393,,,,,,128.0,,128.0
385,E01000394,,33.0,,,,84.0,,117.0
386,E01000395,,45.0,,,,74.0,,119.0
387,E01000396,,,,,,43.0,,43.0
388,E01000398,,,,,,46.0,,46.0
389,E01000399,,,64.0,82.0,35.0,116.0,,297.0
390,E01000400,,,,,,74.0,,74.0
391,E01000401,,,139.0,37.0,39.0,148.0,,363.0
392,E01000402,,41.0,,78.0,,81.0,47.0,247.0
393,E01000403,153.0,34.0,115.0,40.0,,163.0,,505.0
394,E01000404,173.0,,131.0,38.0,,115.0,,457.0
395,E01000405,,,68.0,42.0,,124.0,,234.0
396,E01000406,,,122.0,40.0,87.0,117.0,,366.0
397,E01000407,,43.0,,,,36.0,,79.0
398,E01000408,,,71.0,,37.0,162.0,,270.0
399,E01000409,,,,,,35.0,,35.0
400,E01000410,,,,42.0,,114.0,,156.0
401,E01000411,,,59.0,,,80.0,,139.0
402,E01000412,162.0,,61.0,43.0,,154.0,,420.0
403,E01000413,151.0,,126.0,,,112.0,,389.0
404,E01000414,,,60.0,40.0,47.0,150.0,,297.0
405,E01000415,,,,36.0,,40.0,,76.0
406,E01000416,,,68.0,33.0,43.0,193.0,,337.0
407,E01000417,,71.0,,33.0,,114.0,,218.0
408,E01000418,,,,38.0,,75.0,,113.0
409,E01000419,,,55.0,,,,,55.0
410,E01000420,,,,,,42.0,,42.0
411,E01000421,,,,37.0,,,,37.0
412,E01000422,173.0,,71.0,75.0,,126.0,,445.0
413,E01000423,,,,,,36.0,,36.0
414,E01000424,157.0,,61.0,46.0,,77.0,,341.0
415,E01000425,,,,,,36.0,,36.0
416,E01000426,,,,,,79.0,,79.0
417,E01000427,,33.0,,,,121.0,,154.0
418,E01000428,,,49.0,41.0,44.0,85.0,117.0,336.0
419,E01000429,,,71.0,89.0,38.0,79.0,,277.0
420,E01000430,,,64.0,,47.0,114.0,,225.0
421,E01000431,,,62.0,76.0,36.0,105.0,,279.0
422,E01000432,,40.0,70.0,90.0,39.0,162.0,,401.0
423,E01000433,,,64.0,81.0,37.0,112.0,,294.0
424,E01000434,,,47.0,41.0,37.0,157.0,,282.0
425,E01000435,,,,,,36.0,,36.0
426,E01000436,,,63.0,,46.0,42.0,,151.0
427,E01000437,,,,,,38.0,,38.0
428,E01000438,,,,,,117.0,,117.0
429,E01000439,,,67.0,42.0,40.0,162.0,,311.0
430,E01000440,,,,,,81.0,,81.0
431,E01000441,,,,40.0,,205.0,,245.0
432,E01000442,,,61.0,74.0,,114.0,,249.0
433,E01000443,,,,,,39.0,,39.0
434,E01000444,,,63.0,,43.0,77.0,,183.0
435,E01000445,154.0,,54.0,,,66.0,,274.0
436,E01000446,,,,,,75.0,,75.0
437,E01000447,,,65.0,40.0,34.0,68.0,,207.0
438,E01000449,,,,,,37.0,,37.0
439,E01000450,,,,,,50.0,40.0,90.0
440,E01000451,,35.0,58.0,,36.0,88.0,,217.0
441,E01000452,,,60.0,,,79.0,,139.0
442,E01000453,,,,,,40.0,,40.0
443,E01000454,,,62.0,,44.0,166.0,,272.0
444,E01000455,,36.0,,,,39.0,,75.0
445,E01000457,,,69.0,71.0,33.0,105.0,37.0,315.0
446,E01000458,,,,,,35.0,,35.0
447,E01000459,,35.0,,,,144.0,,179.0
448,E01000460,,,56.0,,,35.0,,91.0
449,E01000461,,,,,,48.0,,48.0
450,E01000462,,73.0,,116.0,,84.0,41.0,314.0
451,E01000463,,,,43.0,,39.0,,82.0
452,E01000464,,,59.0,,33.0,167.0,,259.0
453,E01000465,,,,84.0,,113.0,,197.0
454,E01000466,,,120.0,29.0,38.0,110.0,,297.0
455,E01000467,,,,,,43.0,,43.0
456,E01000468,,,,69.0,,112.0,,181.0
457,E01000469,,38.0,65.0,,43.0,76.0,,222.0
458,E01000470,,41.0,,125.0,,125.0,,291.0
459,E01000471,,,62.0,,40.0,82.0,,184.0
460,E01000472,,,,39.0,,117.0,,156.0
461,E01000473,,47.0,55.0,44.0,40.0,75.0,,261.0
462,E01000474,,,,,,73.0,,73.0
463,E01000475,,,68.0,,,116.0,38.0,222.0
464,E01000476,,,57.0,,44.0,152.0,,253.0
465,E01000477,,30.0,66.0,,42.0,119.0,39.0,296.0
466,E01000478,,,,,,111.0,,111.0
467,E01000479,,,75.0,43.0,41.0,182.0,,341.0
468,E01000480,,,61.0,,,74.0,,135.0
469,E01000481,,,,,,47.0,,47.0
470,E01000482,340.0,,130.0,82.0,39.0,199.0,,790.0
471,E01000483,,,56.0,41.0,47.0,78.0,,222.0
472,E01000484,479.0,37.0,184.0,,,157.0,,857.0
473,E01000485,,34.0,,72.0,,91.0,,197.0
474,E01000486,174.0,,122.0,40.0,41.0,75.0,,452.0
475,E01000487,152.0,,135.0,,,121.0,,408.0
476,E01000488,,,,,,83.0,42.0,125.0
477,E01000489,171.0,,137.0,41.0,,118.0,,467.0
478,E01000490,,39.0,169.0,51.0,86.0,123.0,,468.0
479,E01000491,159.0,,71.0,,35.0,74.0,,339.0
480,E01000492,,,,,,85.0,,85.0
481,E01000493,,,,,,119.0,,119.0
482,E01000494,,,62.0,,36.0,49.0,,147.0
483,E01000495,,,60.0,41.0,43.0,140.0,,284.0
484,E01000497,,,112.0,,84.0,83.0,,279.0
485,E01000498,,,129.0,30.0,39.0,82.0,,280.0
486,E01000499,,,115.0,38.0,79.0,121.0,,353.0
487,E01000501,,,,,,80.0,,80.0
488,E01000502,,44.0,57.0,41.0,47.0,120.0,,309.0
489,E01000503,144.0,59.0,129.0,35.0,79.0,79.0,,525.0
490,E01000504,,32.0,68.0,76.0,33.0,114.0,,323.0
491,E01000505,,,144.0,,45.0,111.0,,300.0
492,E01000506,,29.0,59.0,46.0,48.0,169.0,,351.0
493,E01000507,165.0,,110.0,91.0,69.0,77.0,,512.0
494,E01000508,,35.0,132.0,83.0,35.0,176.0,,461.0
495,E01000509,,36.0,59.0,39.0,46.0,119.0,,299.0
